Location,Shannon,Temperature,pH,Latitude
Water (ns),5.403357761,13.59,7.4,68.5684
Water (ns),6.34109248,17.87,7.4,68.571037
Water (ns),3.31648092,6.4,7.4,68.57366667
Water (ns),9.331720226,7.3,7.4,68.57366667
Water (ns),9.59497604,8.9,7.4,68.57366667
Water (ns),4.313209845,10,7.4,68.57366667
Water (ns),9.229248059,10.4,7.4,68.57366667
Water (ns),6.788507377,8,7.4,68.574
Water (ns),10.35291608,7.9,7.4,68.578643
Water (ns),6.245142373,9.16,7.4,68.582062
Water (ns),7.65309928,7.8,7.4,68.58333333
Water (ns),6.205087502,13.2,7.4,68.58357
Water (ns),6.435287879,15.3,7.4,68.585
Water (ns),9.543825503,10.7,7.4,68.585839
Water (ns),5.937008269,9.75,7.4,68.595875
Water (ns),5.584938252,10.61,7.4,68.595875
Water (ns),6.041599587,12.02,7.4,68.595875
Water (ns),6.093309896,13.09,7.4,68.595875
Water (ns),10.63170599,7.8,7.4,68.59688333
Water (ns),8.866155585,8.5,7.4,68.59688333
Water (ns),9.455093985,9,7.4,68.59688333
Water (ns),9.469539426,11.4,7.4,68.59688333
Water (ns),10.05962789,6.9,7.4,68.6
Water (ns),10.1826354,8.6,7.4,68.6
Water (ns),9.123057073,9.9,7.4,68.6
Water (ns),8.87156248,14.1,7.4,68.6
Water (ns),5.6644063,11.35,7.4,68.600601
Water (ns),6.33775327,11.83,7.4,68.600601
Water (ns),6.21587375,13.36,7.4,68.600601
Water (ns),6.132362987,17.72,7.4,68.600601
Water (ns),9.314937477,11.6,7.4,68.601493
Water (ns),6.690545198,12.8,7.4,68.601493
Water (ns),7.392187064,13.2,7.4,68.601493
Water (ns),5.673259065,9,7.4,68.60853333
Water (ns),6.642451413,17.3,7.4,68.60853333
Water (ns),6.062551249,6.5,7.4,68.609717
Water (ns),6.049306089,10.5,7.4,68.609717
Water (ns),5.274600181,13.79,7.4,68.609717
Water (ns),8.133051172,11.4,7.4,68.61035
Water (ns),8.441266735,11.9,7.4,68.61035
Water (ns),6.515493865,12.1,7.4,68.61035
Water (ns),6.365329838,12.6,7.4,68.61035
Water (ns),6.232338124,13.41,7.4,68.610781
Water (ns),5.622282819,8.5,7.4,68.611341
Water (ns),6.204625444,11.6,7.4,68.611341
Water (ns),5.706341828,12.6,7.4,68.611341
Water (ns),6.198677985,14.9,7.4,68.611341
Water (ns),7.539228837,11.2,7.4,68.61818333
Water (ns),10.15635058,8.1,7.4,68.61838333
Water (ns),7.021923174,8.7,7.4,68.61838333
Water (ns),4.662759945,9,7.4,68.61838333
Water (ns),6.296721922,10.5,7.4,68.61838333
Water (ns),7.954988187,11.1,7.4,68.61838333
Water (ns),5.794964582,12.4,7.4,68.61838333
Water (ns),8.949901621,13.2,7.4,68.61838333
Water (ns),7.072064621,13.3,7.4,68.61838333
Water (ns),7.089408188,14.1,7.4,68.61838333
Water (ns),8.693574078,14.4,7.4,68.61838333
Water (ns),9.697634115,17.2,7.4,68.61838333
Water (ns),8.679969115,18.1,7.4,68.61838333
Water (ns),5.62261446,10.4,7.4,68.61938333
Water (ns),9.763910127,10.1,7.4,68.62016667
Water (ns),9.943020496,6.3,7.4,68.622
Water (ns),5.596047641,6.4,7.4,68.622
Water (ns),10.2940464,8.8,7.4,68.622
Water (ns),10.74763127,9.2,7.4,68.622
Water (ns),5.933933573,16.7,7.4,68.62276
Water (ns),5.992625033,17.5,7.4,68.62276
Water (ns),7.135340075,14.4,7.4,68.62538
Water (ns),7.972569837,9.8,7.4,68.6256
Water (ns),6.54618792,11,7.4,68.6256
Water (ns),6.708822229,11.1,7.4,68.6256
Water (ns),3.903503745,12.1,7.4,68.6256
Water (ns),7.086719732,13,7.4,68.6256
Water (ns),7.78776433,13.5,7.4,68.6256
Water (ns),6.402813049,15.8,7.4,68.6256
Water (ns),7.906038742,15.8,7.4,68.6256
Water (ns),2.726761068,16.2,7.4,68.6256
Water (ns),6.676967718,1.37,7.4,68.629961
Water (ns),6.101771126,5.69,7.4,68.629961
Water (ns),6.31819028,6.54,7.4,68.629961
Water (ns),6.698353388,10.85,7.4,68.629961
Water (ns),6.111130817,12.28,7.4,68.629961
Water (ns),6.519938876,12.79,7.4,68.629961
Water (ns),3.977807515,14.43,7.4,68.629961
Water (ns),5.77766932,15,7.4,68.629961
Water (ns),9.380452392,9,7.4,68.673757
Water (ns),6.780598214,13.2,7.4,68.673757
Water (ns),9.140917362,16,7.4,68.673757
Water (ns),5.100154098,16,7.4,68.705
Water (ns),5.707898398,13.2,7.4,68.8264
Water (ns),6.417817518,16.1,7.4,68.86755
Water (ns),5.917594741,19.7,7.4,68.86755
Water (ns),6.230647835,15.5,7.4,68.87315
Water (ns),6.00148605,19.1,7.4,68.87315
Water (ns),6.837573361,16.6,7.5,68.51007
Water (ns),6.461049014,16.6,7.5,68.51007
Water (ns),6.834532908,18,7.5,68.51007
Water (ns),5.548387803,15.6,7.5,68.53405
Water (ns),5.670253115,9.78,7.5,68.5684
Water (ns),6.236176902,13.73,7.5,68.5684
Water (ns),6.659645218,18.28,7.5,68.5684
Water (ns),8.971012971,8.9,7.5,68.57366667
Water (ns),7.763299932,9.5,7.5,68.57366667
Water (ns),5.772494745,9.6,7.5,68.57366667
Water (ns),6.620991602,11.7,7.5,68.57366667
Water (ns),6.598015458,11.6,7.5,68.57478333
Water (ns),5.740445467,11.67,7.5,68.582062
Water (ns),5.849945867,12.2,7.5,68.582062
Water (ns),5.47630503,13.87,7.5,68.582062
Water (ns),6.190075521,14.34,7.5,68.582062
Water (ns),5.716627779,15.47,7.5,68.582062
Water (ns),6.358011943,9.9,7.5,68.58333333
Water (ns),6.551075965,14.6,7.5,68.58333333
Water (ns),6.096736635,15.2,7.5,68.58333333
Water (ns),6.439366066,14,7.5,68.58357
Water (ns),5.652689075,16.9,7.5,68.58357
Water (ns),6.605181967,9.1,7.5,68.5896775
Water (ns),6.380655847,13.8,7.5,68.5896775
Water (ns),6.593653269,15.9,7.5,68.5896775
Water (ns),6.347997476,13.65,7.5,68.595875
Water (ns),5.492593892,10.36,7.5,68.600601
Water (ns),6.602747669,13.26,7.5,68.600601
Water (ns),6.762147525,13.37,7.5,68.600601
Water (ns),9.206912828,9.2,7.5,68.601493
Water (ns),9.53517564,13.7,7.5,68.601493
Water (ns),9.42335694,3.8,7.5,68.60853333
Water (ns),10.36426537,8.4,7.5,68.60853333
Water (ns),10.23714667,8.8,7.5,68.60853333
Water (ns),7.848152829,9.2,7.5,68.60853333
Water (ns),8.76752357,9.8,7.5,68.60853333
Water (ns),2.529124099,13.9,7.5,68.60853333
Water (ns),2.504652741,13.9,7.5,68.60853333
Water (ns),6.636679727,13.9,7.5,68.60853333
Water (ns),2.179800225,13.9,7.5,68.60853333
Water (ns),7.899337706,14.2,7.5,68.60895
Water (ns),6.460655881,6.44,7.5,68.609717
Water (ns),6.06905269,6.88,7.5,68.609717
Water (ns),7.754229993,10.1,7.5,68.61035
Water (ns),8.907702048,14.2,7.5,68.61035
Water (ns),6.441863241,9.28,7.5,68.610781
Water (ns),6.41172229,10.7,7.5,68.611341
Water (ns),5.283798737,11.6,7.5,68.611341
Water (ns),5.47585414,12.8,7.5,68.611341
Water (ns),5.949769764,13.7,7.5,68.611341
Water (ns),5.396404579,13.9,7.5,68.611341
Water (ns),5.943802634,13.9,7.5,68.611341
Water (ns),5.607936009,13.9,7.5,68.611341
Water (ns),5.757894016,14,7.5,68.611341
Water (ns),6.630895098,14.4,7.5,68.611341
Water (ns),6.119606033,8.6,7.5,68.61818333
Water (ns),7.202832785,8.6,7.5,68.61818333
Water (ns),7.997405711,14.1,7.5,68.61818333
Water (ns),8.781044273,15.7,7.5,68.61818333
Water (ns),4.152466149,16.3,7.5,68.61818333
Water (ns),4.862017386,16.3,7.5,68.61818333
Water (ns),4.785491639,6.4,7.5,68.61838333
Water (ns),5.934581144,9.2,7.5,68.61838333
Water (ns),5.754557945,9.7,7.5,68.61838333
Water (ns),6.517081647,11.2,7.5,68.61838333
Water (ns),7.406685303,11.4,7.5,68.61838333
Water (ns),5.995845701,11.5,7.5,68.61838333
Water (ns),6.944095246,12.6,7.5,68.61838333
Water (ns),4.15013366,13.1,7.5,68.61838333
Water (ns),6.766392625,13.3,7.5,68.61838333
Water (ns),7.250205029,13.4,7.5,68.61838333
Water (ns),6.253273728,14.9,7.5,68.61838333
Water (ns),8.396845001,15.4,7.5,68.61838333
Water (ns),5.021551888,16.3,7.5,68.61838333
Water (ns),4.99114149,16.3,7.5,68.61838333
Water (ns),5.330813609,16.3,7.5,68.61838333
Water (ns),9.243174679,16.3,7.5,68.61838333
Water (ns),8.468068777,16.4,7.5,68.61838333
Water (ns),9.850948646,6.2,7.5,68.622
Water (ns),10.7845168,8.4,7.5,68.622
Water (ns),10.46013683,9.1,7.5,68.622
Water (ns),7.204211119,9.8,7.5,68.622
Water (ns),5.837106259,16,7.5,68.62538
Water (ns),5.996484182,17.3,7.5,68.62538
Water (ns),6.700142917,7.8,7.5,68.6256
Water (ns),7.509742583,8.5,7.5,68.6256
Water (ns),8.415367065,9.8,7.5,68.6256
Water (ns),6.664974114,10.4,7.5,68.6256
Water (ns),8.199565609,10.4,7.5,68.6256
Water (ns),6.94165898,11.5,7.5,68.6256
Water (ns),5.743030138,11.5,7.5,68.6256
Water (ns),8.13784856,11.9,7.5,68.6256
Water (ns),7.517074062,11.9,7.5,68.6256
Water (ns),6.883128908,12,7.5,68.6256
Water (ns),6.313555646,12.1,7.5,68.6256
Water (ns),7.29019668,12.4,7.5,68.6256
Water (ns),7.609943994,12.8,7.5,68.6256
Water (ns),7.492506712,13.5,7.5,68.6256
Water (ns),6.481515653,13.6,7.5,68.6256
Water (ns),7.868210347,13.7,7.5,68.6256
Water (ns),7.990012101,13.7,7.5,68.6256
Water (ns),8.099314475,14,7.5,68.6256
Water (ns),8.049821246,14.5,7.5,68.6256
Water (ns),7.869659438,14.6,7.5,68.6256
Water (ns),7.995286264,16.5,7.5,68.6256
Water (ns),6.637589076,17.7,7.5,68.6256
Water (ns),5.977271669,4.89,7.5,68.629961
Water (ns),4.961517446,5.44,7.5,68.629961
Water (ns),6.563676511,5.44,7.5,68.629961
Water (ns),6.411352932,10.11,7.5,68.629961
Water (ns),6.333001088,10.92,7.5,68.629961
Water (ns),6.281435162,12.26,7.5,68.629961
Water (ns),6.675147549,13.13,7.5,68.629961
Water (ns),6.193594188,3.9,7.5,68.633064
Water (ns),6.149540844,3.9,7.5,68.633064
Water (ns),6.010032212,4.8,7.5,68.638624
Water (ns),5.771219743,10.31,7.5,68.639895
Water (ns),6.32891496,15.9,7.5,68.70333333
Water (ns),6.515093183,18.5,7.5,68.79372
Water (ns),6.402456422,20.3,7.5,68.79372
Water (ns),5.716628115,18.6,7.5,68.82735
Water (ns),6.565164317,15.6,7.5,68.86175
Water (ns),6.235579493,15.8,7.5,68.86175
Water (ns),5.432901869,4.4,7.53,53.167
Water (ns),1.617106012,4.4,7.53,53.167
Water (ns),4.640226516,4.6,7.53,53.167
Water (ns),3.331273065,4.6,7.53,53.167
Water (s),5.51732704,6.008,7.5452,8.767
Water (ns),9.547566782,4.4,7.55,53.167
Water (ns),1.502505537,4.4,7.55,53.167
Water (ns),4.74223713,14.9,7.56,55.906
Water (s),6.561785479,9.7522,7.5695,10.75
Water (ns),5.933128103,4.3,7.58,53.167
Water (ns),5.081801333,4.3,7.58,53.167
Water (ns),6.31121385,4.3,7.58,53.167
Water (ns),9.496246762,4.3,7.58,53.167
Water (ns),6.105637504,4.8,7.58,53.167
Water (ns),3.665628245,14.6,7.58,55.873
Water (ns),1.497383814,12.26,7.58,55.905
Water (ns),5.254080122,4.8,7.59,53.167
Water (ns),3.628999827,4.8,7.59,53.167
Water (ns),5.115818371,4.9,7.59,53.167
Water (ns),5.428701938,4.9,7.59,53.167
Water (ns),9.366725603,5,7.6,53.167
Water (ns),6.687752041,5,7.6,53.167
Water (ns),5.887813008,14.02,7.6,55.873
Water (ns),6.807247216,8.1,7.6,68.48625
Water (ns),6.13619112,19.5,7.6,68.48625
Water (ns),6.235284617,12.2,7.6,68.49113
Water (ns),6.480282038,14.5,7.6,68.49113
Water (ns),6.710732652,14.2,7.6,68.49592
Water (ns),6.501963993,14.3,7.6,68.49592
Water (ns),7.086481309,9.4,7.6,68.53327
Water (ns),5.864310793,17.7,7.6,68.53327
Water (ns),4.913565886,16.4,7.6,68.53405
Water (ns),6.561492523,7.9,7.6,68.53698
Water (ns),6.477367694,14,7.6,68.53698
Water (ns),5.903877408,17.1,7.6,68.53698
Water (ns),6.669404631,5.14,7.6,68.571037
Water (ns),8.955291659,7,7.6,68.57366667
Water (ns),9.942289988,8.4,7.6,68.57366667
Water (ns),7.663324197,10.3,7.6,68.57366667
Water (ns),6.656128594,19.4,7.6,68.58333333
Water (ns),6.098774755,14.1,7.6,68.585
Water (ns),5.090486963,16.1,7.6,68.585
Water (ns),5.847920637,16.1,7.6,68.585
Water (ns),6.292003966,13.28,7.6,68.595875
Water (ns),5.722311351,16.1,7.6,68.595875
Water (ns),5.609253839,17.61,7.6,68.595875
Water (ns),9.964919995,5.2,7.6,68.59688333
Water (ns),6.773647831,11.9,7.6,68.6
Water (ns),9.195526329,12.1,7.6,68.6
Water (ns),9.437806062,11.4,7.6,68.601493
Water (ns),10.05300732,5.9,7.6,68.60853333
Water (ns),10.02990959,7.1,7.6,68.60853333
Water (ns),9.154228442,8.3,7.6,68.60853333
Water (ns),10.05632997,8.6,7.6,68.60853333
Water (ns),9.820178304,9.3,7.6,68.60853333
Water (ns),9.858152241,10.1,7.6,68.60853333
Water (ns),10.47175495,12,7.6,68.60853333
Water (ns),8.653045668,13.2,7.6,68.60853333
Water (ns),9.009918483,10.1,7.6,68.60895
Water (ns),5.45368825,17.66,7.6,68.609203
Water (ns),5.971256245,10.11,7.6,68.609717
Water (ns),5.629315767,10.55,7.6,68.609717
Water (ns),6.622270136,12.47,7.6,68.609717
Water (ns),6.222902003,17.77,7.6,68.609846
Water (ns),6.661888211,7.5,7.6,68.61035
Water (ns),5.992242683,9.4,7.6,68.61035
Water (ns),6.071261481,6.7,7.6,68.611341
Water (ns),6.141159096,7.1,7.6,68.611341
Water (ns),6.153787244,13.2,7.6,68.611341
Water (ns),5.178002017,13.7,7.6,68.611341
Water (ns),6.389250665,13.8,7.6,68.611341
Water (ns),6.646501208,14.6,7.6,68.611341
Water (ns),5.886151117,15.4,7.6,68.611341
Water (ns),6.390792985,16.8,7.6,68.611341
Water (ns),7.088053903,9.8,7.6,68.61818333
Water (ns),7.488214637,10.2,7.6,68.61818333
Water (ns),7.289683238,11.6,7.6,68.61818333
Water (ns),6.435154334,14.6,7.6,68.61818333
Water (ns),6.173611118,7.4,7.6,68.61838333
Water (ns),7.355229348,8.2,7.6,68.61838333
Water (ns),4.927317104,12.2,7.6,68.61838333
Water (ns),6.888369447,12.6,7.6,68.61838333
Water (ns),6.093109493,13.3,7.6,68.61838333
Water (ns),7.395786092,14.8,7.6,68.61838333
Water (ns),9.071787433,15.4,7.6,68.61838333
Water (ns),7.485069487,16.6,7.6,68.61838333
Water (ns),10.37337547,7.8,7.6,68.622
Water (ns),8.248250402,8.1,7.6,68.622
Water (ns),6.911920675,8.1,7.6,68.622
Water (ns),9.630075153,9.9,7.6,68.622
Water (ns),4.757430573,10.7,7.6,68.622
Water (ns),8.784866143,11.4,7.6,68.622
Water (ns),6.609303336,15,7.6,68.62276
Water (ns),7.037917597,15.4,7.6,68.62538
Water (ns),6.411156091,18.5,7.6,68.62538
Water (ns),8.986478692,0.1,7.6,68.6256
Water (ns),7.372878496,9.9,7.6,68.6256
Water (ns),6.882116291,9.9,7.6,68.6256
Water (ns),5.589700254,9.9,7.6,68.6256
Water (ns),7.502015115,11.4,7.6,68.6256
Water (ns),7.033890436,11.6,7.6,68.6256
Water (ns),7.771104569,12,7.6,68.6256
Water (ns),7.880898672,14,7.6,68.6256
Water (ns),8.303507072,14.1,7.6,68.6256
Water (ns),6.404824607,15.2,7.6,68.6256
Water (ns),5.501277561,6.53,7.6,68.629961
Water (ns),5.613103475,6.53,7.6,68.629961
Water (ns),5.304785404,6.58,7.6,68.629961
Water (ns),6.38193105,8.24,7.6,68.629961
Water (ns),5.807754493,8.88,7.6,68.629961
Water (ns),6.414653607,9.51,7.6,68.629961
Water (ns),6.689009137,10.85,7.6,68.629961
Water (ns),6.596869791,11.34,7.6,68.629961
Water (ns),6.348721427,11.34,7.6,68.629961
Water (ns),6.067235092,11.87,7.6,68.629961
Water (ns),6.310444614,12.89,7.6,68.629961
Water (ns),6.689568629,12.95,7.6,68.629961
Water (ns),6.111719842,13.07,7.6,68.629961
Water (ns),5.78553444,13.43,7.6,68.629961
Water (ns),3.052585647,15.06,7.6,68.629961
Water (ns),6.206282698,3.94,7.6,68.633064
Water (ns),5.969748105,5.93,7.6,68.638624
Water (ns),9.385101378,9.9,7.6,68.673757
Water (ns),6.751342577,13.2,7.6,68.673757
Water (ns),8.08181308,10.7,7.6,68.67415
Water (ns),5.723528337,14,7.6,68.705
Water (ns),6.174681979,16.5,7.6,68.802636
Water (ns),5.877152209,17.5,7.6,68.86755
Water (ns),5.475130248,19.4,7.6,68.87315
Water (ns),6.039012189,20,7.6,68.97871
Water (ns),3.820317587,14.8,7.6,68.98633
Soil (ns),4.311083302,14.4,7.62,55.873
Water (ns),6.16142787,4.2,7.63,53.167
Water (ns),6.037604449,4.2,7.63,53.167
Water (ns),2.758511141,4.8,7.63,53.167
Water (ns),5.470967851,4.8,7.63,53.167
Water (ns),5.692618999,5.6,7.63,53.167
Water (ns),6.060640101,5.6,7.63,53.167
Water (s),6.273213392,10.18475,7.6308,12.083
Water (ns),6.019613807,5.4,7.64,53.167
Water (ns),5.653638869,5.4,7.64,53.167
Water (ns),6.230448944,4.4,7.65,53.167
Water (ns),5.951940273,4.4,7.65,53.167
Water (ns),6.912081822,5,7.66,53.167
Water (ns),2.121343353,5,7.66,53.167
Water (ns),6.359918024,2.5141,7.667,46.993
Water (ns),5.707818891,4.8,7.68,53.167
Water (ns),5.980180248,4.8,7.68,53.167
Water (ns),4.463907167,13.12,7.68,55.905
Water (s),2.05985215,8.9626,7.6808,27.483
Sediment (s),9.261296808,11,7.69,50.338
Sediment (s),7.432865748,11,7.69,50.338
Sediment (s),6.648660402,11,7.69,50.338
Sediment (s),8.302893399,11,7.69,50.338
Sediment (s),6.564319007,11,7.69,50.338
Sediment (s),8.102601208,11,7.69,50.338
Sediment (s),7.343835587,11,7.69,50.338
Sediment (s),7.539309321,11,7.69,50.338
Sediment (s),6.684583583,11,7.69,50.338
Sediment (s),7.339323951,11,7.69,50.338
Sediment (s),7.406132381,11,7.69,50.338
Sediment (s),7.162894197,12.1,7.69,50.338
Sediment (s),9.422816934,12.1,7.69,50.338
Sediment (s),8.360448097,12.1,7.69,50.338
Sediment (s),8.074630675,12.1,7.69,50.338
Sediment (s),7.949065316,12.1,7.69,50.338
Sediment (s),8.071747251,12.1,7.69,50.338
Sediment (s),8.478911992,12.1,7.69,50.338
Sediment (s),7.582667917,12.1,7.69,50.338
Sediment (s),6.646015009,12.1,7.69,50.338
Sediment (s),7.979172032,12.1,7.69,50.338
Sediment (s),7.528342447,12.1,7.69,50.338
Water (ns),6.039937145,4.9,7.69,53.167
Water (ns),5.7744068,4.9,7.69,53.167
Water (ns),6.109264142,5.4,7.69,53.167
Water (ns),6.063385336,5.4,7.69,53.167
Water (s),3.610965002,10.0195,7.6903,22.983
Water (s),6.355699254,1.7723,7.6908,10.75
Water (ns),6.001992459,2.8119,7.691,47.606
Water (ns),6.279983855,4.3,7.7,53.167
Water (ns),6.114771762,4.3,7.7,53.167
Water (ns),6.332111692,5.7,7.7,53.167
Water (ns),3.653114527,5.7,7.7,53.167
Water (ns),7.139238628,4.2,7.7,68.178333
Water (ns),6.438361549,15.9,7.7,68.48625
Water (ns),7.351876237,17.6,7.7,68.48625
Water (ns),2.0237556,17.5,7.7,68.49113
Water (ns),5.817155639,9,7.7,68.49592
Water (ns),5.601126603,16.2,7.7,68.50508
Water (ns),6.310298365,18.2,7.7,68.51007
Water (ns),5.866661304,16.2,7.7,68.53327
Water (ns),5.659751543,15.1,7.7,68.53698
Water (ns),10.26583736,5.8,7.7,68.578643
Water (ns),5.843397088,13.55,7.7,68.582062
Water (ns),5.28085676,13.59,7.7,68.582062
Water (ns),6.12524743,13.75,7.7,68.595875
Water (ns),10.64762199,6.1,7.7,68.59688333
Water (ns),10.64598236,9.8,7.7,68.6
Water (ns),8.429307897,11.5,7.7,68.6
Water (ns),6.265648674,9.72,7.7,68.600601
Water (ns),9.763728504,8.1,7.7,68.60853333
Water (ns),9.557018684,9.3,7.7,68.60853333
Water (ns),6.004364403,10.5,7.7,68.60853333
Water (ns),6.177105735,11,7.7,68.60853333
Water (ns),8.901919532,12.1,7.7,68.60853333
Water (ns),8.407059818,12.7,7.7,68.60853333
Water (ns),4.614486115,13.9,7.7,68.60853333
Water (ns),5.964994268,15.4,7.7,68.60853333
Water (ns),6.496624813,17.6,7.7,68.60853333
Water (ns),5.056016463,7.62,7.7,68.609717
Water (ns),5.798156103,17.52,7.7,68.610529
Water (ns),7.326424356,15.7,7.7,68.611341
Water (ns),6.63276195,11.6,7.7,68.61818333
Water (ns),5.823958467,13,7.7,68.61818333
Water (ns),6.618853814,9.6,7.7,68.61838333
Water (ns),7.677161392,10.7,7.7,68.61838333
Water (ns),6.991385766,11.2,7.7,68.61838333
Water (ns),7.314056754,12.6,7.7,68.61838333
Water (ns),8.328458899,16.2,7.7,68.61838333
Water (ns),8.488234482,7.6,7.7,68.622
Water (ns),10.11571458,9.4,7.7,68.622
Water (ns),10.02767672,10.8,7.7,68.622
Water (ns),5.095404852,6.9,7.7,68.6256
Water (ns),6.616819073,7.7,7.7,68.6256
Water (ns),8.004711779,12.1,7.7,68.6256
Water (ns),8.449682192,12.1,7.7,68.6256
Water (ns),6.287111766,5,7.7,68.625966
Water (ns),5.770295925,7.4,7.7,68.625966
Water (ns),5.165031097,6.61,7.7,68.629961
Water (ns),5.317058549,6.61,7.7,68.629961
Water (ns),6.143643025,9.38,7.7,68.629961
Water (ns),6.553547742,11.44,7.7,68.629961
Water (ns),6.426946557,12.14,7.7,68.629961
Water (ns),5.996144769,13.52,7.7,68.629961
Water (ns),5.909796892,14.06,7.7,68.629961
Water (ns),5.917895423,14.23,7.7,68.629961
Water (ns),5.981292812,14.23,7.7,68.629961
Water (ns),6.625540154,14.36,7.7,68.629961
Water (ns),6.323214457,16.14,7.7,68.629961
Water (ns),8.657147582,10.5,7.7,68.673757
Water (ns),7.56732187,14,7.7,68.673757
Water (ns),5.927515739,14.3,7.7,68.705
Water (ns),5.486492963,16.5,7.7,68.70798
Water (ns),5.468543559,20.5,7.7,68.79372
Water (ns),6.044535514,17.1,7.7,68.8264
Water (ns),6.937007534,16.5,7.7,68.900986
Water (s),5.288445802,11.2,7.7,70.08625
Water (ns),6.349040984,2.525,7.702,46.993
Water (ns),7.280748664,4.1,7.71,53.167
Water (ns),8.165542585,4.1,7.71,53.167
Water (s),3.959061992,2.2251,7.7189,36.5
Water (s),4.685071059,2.2251,7.7189,36.5
Water (ns),5.165838307,4.8,7.72,53.167
Water (ns),5.732596683,4.8,7.72,53.167
Water (s),6.222327429,2.139,7.7206,8.767
Water (ns),6.039340458,4.7,7.73,53.167
Water (ns),6.032673183,4.7,7.73,53.167
Water (ns),5.852500384,4.9,7.73,53.167
Water (ns),6.066767097,4.9,7.73,53.167
Water (s),5.26358879,3.517,7.731,14.733
Water (s),5.072119188,3.4789,7.732,8.767
Water (s),4.14140723,3.0838,7.7326,36.5
Water (s),6.117113971,3.4739,7.7334,10.75
Water (ns),6.152757054,4.6,7.74,53.167
Water (ns),6.491660627,4.6,7.74,53.167
Water (ns),6.004338332,12.88,7.74,55.905
Water (ns),6.294072155,4.2,7.75,53.167
Water (ns),4.636718469,4.2,7.75,53.167
Water (ns),1.066886867,5,7.75,53.167
Water (ns),5.627510849,5,7.75,53.167
Water (ns),5.957604118,5.4,7.75,53.167
Water (ns),6.572434386,5.4,7.75,53.167
Water (ns),6.332999984,2.558,7.752,46.993
Water (ns),6.240716123,4.6,7.76,53.167
Water (ns),6.368853461,2.7887,7.762,47.606
Water (ns),6.485708232,3.7,7.77,53.167
Water (ns),7.046136319,3.7,7.77,53.167
Water (ns),6.180893139,4.7,7.77,53.167
Water (ns),1.80295175,4.7,7.77,53.167
Water (ns),8.689420535,11.9,7.77,68.922878
Water (ns),5.963974688,2.5661,7.772,46.993
Water (ns),5.927842199,3.3379,7.78,47.606
Water (ns),6.01125084,3.3463,7.78,47.606
Water (ns),5.985160832,6,7.78,53.1
Water (ns),6.205013415,6,7.78,53.1
Water (ns),4.857970437,6,7.78,53.1
Water (ns),3.449135196,6,7.78,53.1
Water (ns),6.090061452,4.2,7.78,53.167
Water (ns),6.546120604,4.2,7.78,53.167
Water (ns),5.763059345,4.9,7.78,53.167
Water (ns),6.92630749,13.54,7.78,55.905
Water (ns),4.091823885,13.7,7.78,55.905
Water (ns),6.036845578,2.5673,7.782,46.993
Water (ns),6.184341305,2.5709,7.782,46.993
Water (ns),6.234936843,2.555,7.787,47.371
Water (ns),6.029738277,4.7,7.79,53.167
Water (ns),5.228428808,4.7,7.79,53.167
Water (ns),4.657704795,5,7.79,53.167
Water (ns),4.334630218,5,7.79,53.167
Water (ns),7.436433628,20.4,7.79,53.517
Water (ns),3.227259673,20.4,7.79,53.517
Water (ns),5.942844375,4,7.8,53.167
Water (ns),6.537374028,4,7.8,53.167
Water (ns),6.075694025,4.5,7.8,53.167
Water (ns),6.315847693,4.5,7.8,53.167
Water (ns),5.71092346,4.7,7.8,53.167
Water (ns),4.843863562,4.7,7.8,53.167
Water (ns),1.832895384,4.8,7.8,53.167
Water (ns),5.515731987,7.85,7.8,53.167
Sediment (s),2.803365971,17,7.8,58.22
Sediment (s),3.244651308,17,7.8,58.22
Sediment (s),3.50462183,17,7.8,58.22
Sediment (s),6.678752594,17,7.8,58.22
Sediment (s),3.028004837,17,7.8,58.22
Sediment (s),5.668289443,17,7.8,58.22
Sediment (s),3.044830591,17,7.8,58.22
Sediment (s),2.817688909,17,7.8,58.22
Sediment (s),2.761605631,17,7.8,58.22
Sediment (s),3.818391016,17,7.8,58.22
Sediment (s),6.612336428,17,7.8,58.22
Sediment (s),6.20760483,17,7.8,58.22
Sediment (s),5.2450813,17,7.8,58.22
Sediment (s),5.572447338,17,7.8,58.22
Sediment (s),3.182200222,17,7.8,58.22
Sediment (s),2.468793906,17,7.8,58.22
Sediment (s),2.362631485,6,7.8,58.322
Sediment (s),3.04616081,6,7.8,58.322
Sediment (s),2.755202029,6,7.8,58.322
Sediment (s),1.536193487,6,7.8,58.322
Sediment (s),1.142156938,6,7.8,58.322
Sediment (s),0.761510856,6,7.8,58.322
Sediment (s),1.162024991,6,7.8,58.322
Sediment (s),1.166234883,6,7.8,58.322
Sediment (s),0.915869379,6,7.8,58.322
Sediment (s),2.375972695,6,7.8,58.322
Sediment (s),2.181014294,6,7.8,58.322
Sediment (s),2.079256102,6,7.8,58.322
Sediment (s),1.344257772,6,7.8,58.322
Sediment (s),0.68840173,6,7.8,58.322
Sediment (s),1.009963106,6,7.8,58.322
Sediment (s),0.38822303,6,7.8,58.322
Sediment (s),1.646371559,6,7.8,58.322
Sediment (s),7.25351638,6,7.8,58.322
Sediment (s),7.485256469,6,7.8,58.322
Sediment (s),7.412810779,6,7.8,58.322
Sediment (s),7.678559092,6,7.8,58.322
Sediment (s),7.32002413,6,7.8,58.322
Sediment (s),7.558513447,6,7.8,58.322
Sediment (s),7.420276124,6,7.8,58.322
