OO	Temperature	Location
1349	0	Non-saline
472	0.1	Non-saline
1342	0.1	Non-saline
237	0.15	Non-saline
230	0.15	Non-saline
285	0.2	Non-saline
335	0.2	Non-saline
1022	0.2	Non-saline
227	0.32	Non-saline
777	0.33	Non-saline
245	0.4	Non-saline
236	0.4	Non-saline
178	0.4	Non-saline
274	0.4	Non-saline
913	0.4	Non-saline
503	0.45	Saline
245	0.5	Non-saline
215	0.5	Non-saline
128	0.5	Non-saline
205	0.5	Non-saline
465	0.5	Saline
708	0.55	Non-saline
644	0.56	Non-saline
332	0.56	Non-saline
314	0.6	Non-saline
373	0.6	Non-saline
244	0.62	Non-saline
257	0.65	Non-saline
164	0.7	Non-saline
182	0.7	Non-saline
127	0.7	Non-saline
248	0.7	Non-saline
573	0.7	Non-saline
262	0.71	Non-saline
258	0.72	Non-saline
227	0.73	Non-saline
225	0.75	Non-saline
133	0.75	Non-saline
757	0.76	Non-saline
784	0.76	Non-saline
715	0.77	Non-saline
749	0.78	Non-saline
1448	0.85	Non-saline
230	0.92	Non-saline
707	0.93	Non-saline
722	0.96	Non-saline
311	0.97	Non-saline
263	0.97	Non-saline
191	1	Non-saline
862	1.02	Non-saline
301	1.11	Non-saline
336	1.11	Non-saline
271	1.18	Non-saline
769	1.19	Non-saline
154	1.2	Non-saline
173	1.2	Non-saline
268	1.3	Non-saline
241	1.3	Non-saline
83	1.3	Non-saline
95	1.3	Non-saline
497	1.3	Non-saline
192	1.3	Non-saline
706	1.34	Non-saline
306	1.37	Non-saline
82	1.4	Non-saline
227	1.41	Non-saline
227	1.5	Non-saline
642	1.53	Non-saline
294	1.59	Non-saline
212	1.6	Non-saline
962	1.6	Non-saline
267	1.61	Non-saline
287	1.67	Non-saline
363	1.7723	Saline
635	1.8	Saline
323	1.81	Non-saline
358	1.83	Non-saline
857	1.86	Non-saline
293	1.87	Non-saline
101	1.9	Non-saline
86	1.9	Non-saline
579	1.9	Non-saline
569	1.9	Non-saline
330	1.9	Non-saline
112	1.9	Saline
313	1.9	Non-saline
783	1.92	Non-saline
319	1.92	Non-saline
778	1.93	Non-saline
244	1.94	Non-saline
552	1.95	Non-saline
89	2	Saline
80	2	Saline
735	2.03	Non-saline
378	2.03	Non-saline
157	2.0347	Saline
242	2.0347	Saline
299	2.05	Non-saline
249	2.06	Non-saline
379	2.08	Non-saline
378	2.139	Saline
301	2.16	Non-saline
230	2.2	Non-saline
256	2.21	Non-saline
264	2.2251	Saline
267	2.2251	Saline
360	2.23	Non-saline
194	2.2397	Saline
177	2.3	Non-saline
772	2.3	Non-saline
176	2.3536	Saline
252	2.37	Non-saline
310	2.37	Non-saline
331	2.39	Non-saline
200	2.4	Non-saline
138	2.4	Non-saline
159	2.4	Non-saline
168	2.4	Non-saline
321	2.43	Non-saline
499	2.44	Non-saline
315	2.45	Non-saline
164	2.47	Non-saline
148	2.47	Non-saline
102	2.5	Saline
325	2.5141	Non-saline
315	2.525	Non-saline
328	2.5444	Non-saline
323	2.5525	Non-saline
308	2.555	Non-saline
327	2.5557	Non-saline
314	2.5563	Non-saline
277	2.558	Non-saline
323	2.5587	Non-saline
259	2.56	Non-saline
321	2.5602	Non-saline
302	2.5661	Non-saline
300	2.5673	Non-saline
314	2.5709	Non-saline
579	2.59	Non-saline
251	2.59	Non-saline
311	2.59	Non-saline
317	2.6	Non-saline
292	2.6	Non-saline
226	2.6	Non-saline
354	2.6	Non-saline
351	2.6	Non-saline
378	2.6	Non-saline
135	2.6	Non-saline
268	2.6	Non-saline
470	2.6	Non-saline
567	2.6	Non-saline
201	2.7	Non-saline
174	2.7	Non-saline
154	2.7	Non-saline
79	2.7	Non-saline
214	2.7	Non-saline
638	2.7	Non-saline
1567	2.7	Non-saline
230	2.7	Non-saline
313	2.7	Non-saline
346	2.7489	Non-saline
434	2.77	Non-saline
326	2.7713	Non-saline
344	2.7776	Non-saline
324	2.7804	Non-saline
329	2.7827	Non-saline
343	2.7852	Non-saline
325	2.7887	Non-saline
310	2.7934	Non-saline
339	2.7938	Non-saline
328	2.7969	Non-saline
371	2.8	Non-saline
130	2.8	Non-saline
349	2.8	Non-saline
475	2.8	Non-saline
188	2.8	Non-saline
457	2.8	Non-saline
346	2.8005	Non-saline
336	2.8062	Non-saline
324	2.8119	Non-saline
246	2.86	Non-saline
331	2.869	Non-saline
330	2.8759	Non-saline
132	2.88	Non-saline
116	2.88	Non-saline
518	2.88	Non-saline
263	2.9	Non-saline
304	2.9	Non-saline
169	2.9	Non-saline
443	2.9	Non-saline
90	2.9	Non-saline
210	2.9	Non-saline
580	2.9	Non-saline
318	2.9	Non-saline
1952	2.9	Non-saline
250	2.9015	Saline
332	2.914	Non-saline
726	2.93	Non-saline
519	2.95	Non-saline
320	2.9666	Non-saline
307	2.9673	Non-saline
347	2.97	Non-saline
379	2.97	Non-saline
735	2.98	Non-saline
208	2.9959	Saline
1680	3	Non-saline
72	3	Non-saline
77	3	Non-saline
635	3	Non-saline
83	3	Non-saline
148	3	Non-saline
434	3	Non-saline
226	3	Non-saline
203	3	Non-saline
190	3	Non-saline
138	3	Non-saline
207	3	Non-saline
467	3	Non-saline
667	3	Non-saline
335	3.01	Non-saline
229	3.0203	Saline
268	3.0838	Saline
95	3.1	Non-saline
110	3.1	Non-saline
663	3.1	Non-saline
511	3.1	Non-saline
312	3.1	Non-saline
253	3.1	Non-saline
105	3.1	Non-saline
1686	3.1	Non-saline
410	3.1	Non-saline
380	3.1	Non-saline
463	3.1	Non-saline
218	3.1	Non-saline
500	3.1	Non-saline
476	3.15	Non-saline
167	3.2	Non-saline
168	3.2	Non-saline
297	3.2	Non-saline
623	3.2	Non-saline
1719	3.2	Non-saline
245	3.2	Non-saline
270	3.2	Non-saline
1539	3.2	Non-saline
152	3.2	Non-saline
209	3.2	Non-saline
351	3.2	Non-saline
1821	3.2	Non-saline
500	3.2	Non-saline
258	3.2469	Saline
398	3.25	Non-saline
152	3.2646	Saline
161	3.3	Non-saline
285	3.3	Non-saline
320	3.3	Non-saline
278	3.3211	Saline
183	3.3266	Saline
379	3.3379	Non-saline
384	3.3463	Non-saline
360	3.4	Non-saline
752	3.4	Non-saline
414	3.42	Non-saline
210	3.45	Non-saline
171	3.45	Non-saline
404	3.4739	Saline
392	3.4789	Saline
296	3.4919	Non-saline
275	3.4929	Non-saline
288	3.4949	Non-saline
312	3.4949	Non-saline
600	3.5	Non-saline
688	3.5	Non-saline
282	3.5	Non-saline
1114	3.5	Non-saline
382	3.517	Saline
347	3.5187	Non-saline
266	3.5298	Non-saline
341	3.5318	Non-saline
254	3.5413	Non-saline
262	3.5449	Non-saline
321	3.5477	Non-saline
334	3.548	Non-saline
331	3.5599	Non-saline
334	3.5612	Non-saline
309	3.5646	Non-saline
220	3.57	Non-saline
184	3.57	Non-saline
316	3.5808	Non-saline
337	3.5874	Non-saline
73	3.6	Non-saline
182	3.6	Non-saline
267	3.6	Non-saline
195	3.6	Non-saline
185	3.6	Non-saline
370	3.6	Non-saline
193	3.6	Non-saline
192	3.6	Non-saline
448	3.6	Non-saline
528	3.6	Non-saline
207	3.6862	Saline
77	3.7	Non-saline
95	3.7	Non-saline
358	3.7	Non-saline
471	3.7	Non-saline
140	3.8	Non-saline
127	3.8	Non-saline
327	3.8	Non-saline
1975	3.8	Non-saline
2157	3.8	Non-saline
161	3.9	Non-saline
54	3.9	Non-saline
118	3.9	Non-saline
93	3.9	Non-saline
218	3.9	Non-saline
143	3.9	Non-saline
257	3.9	Non-saline
419	3.9	Non-saline
238	3.9	Non-saline
276	3.9	Non-saline
307	3.9	Non-saline
163	3.9	Non-saline
314	3.9	Non-saline
296	3.9	Non-saline
259	3.9	Non-saline
271	3.94	Non-saline
325	3.99	Non-saline
180	4	Non-saline
266	4	Non-saline
354	4	Non-saline
325	4	Non-saline
245	4	Non-saline
278	4	Non-saline
313	4	Non-saline
261	4	Non-saline
238	4	Non-saline
441	4	Non-saline
333	4	Non-saline
532	4.09	Non-saline
216	4.1	Non-saline
126	4.1	Non-saline
191	4.1	Non-saline
387	4.1	Non-saline
1840	4.1	Non-saline
166	4.1	Non-saline
402	4.1	Non-saline
527	4.1	Non-saline
811	4.1	Non-saline
650	4.1	Non-saline
385	4.1	Non-saline
324	4.1	Non-saline
185	4.1	Non-saline
113	4.1	Non-saline
107	4.1	Non-saline
1591	4.1	Non-saline
1881	4.1	Non-saline
343	4.1	Non-saline
242	4.12	Non-saline
227	4.12	Non-saline
388	4.13	Non-saline
115	4.14	Non-saline
438	4.15	Non-saline
378	4.1515	Saline
209	4.16	Non-saline
185	4.16	Non-saline
307	4.2	Non-saline
137	4.2	Non-saline
295	4.2	Non-saline
337	4.2	Non-saline
270	4.2	Non-saline
252	4.2	Non-saline
738	4.2	Non-saline
305	4.2	Non-saline
222	4.2	Non-saline
244	4.2	Non-saline
185	4.2	Non-saline
159	4.2	Non-saline
168	4.2	Non-saline
576	4.2	Non-saline
375	4.2	Non-saline
191	4.2	Non-saline
206	4.2	Non-saline
333	4.2	Non-saline
300	4.2	Non-saline
306	4.2	Non-saline
425	4.2	Non-saline
255	4.2	Non-saline
334	4.2	Non-saline
178	4.2	Non-saline
1348	4.2	Non-saline
107	4.23	Non-saline
275	4.25	Non-saline
241	4.25	Non-saline
207	4.25	Non-saline
189	4.25	Non-saline
304	4.25	Non-saline
314	4.28	Non-saline
245	4.3	Non-saline
298	4.3	Non-saline
294	4.3	Non-saline
305	4.3	Non-saline
204	4.3	Non-saline
251	4.3	Non-saline
428	4.3	Non-saline
151	4.3	Non-saline
225	4.3	Non-saline
274	4.3	Non-saline
704	4.3	Non-saline
690	4.3	Non-saline
533	4.3	Non-saline
224	4.3	Non-saline
267	4.3	Non-saline
285	4.3	Non-saline
1652	4.3	Non-saline
218	4.3	Non-saline
293	4.3	Non-saline
260	4.3	Non-saline
541	4.3	Non-saline
420	4.3	Non-saline
441	4.3	Non-saline
480	4.3	Non-saline
527	4.3	Non-saline
475	4.3	Non-saline
566	4.3	Non-saline
557	4.3	Non-saline
2514	4.3	Non-saline
305	4.32	Non-saline
220	4.33	Non-saline
195	4.33	Non-saline
179	4.33	Non-saline
635	4.36	Non-saline
144	4.36	Non-saline
128	4.36	Non-saline
663	4.37	Non-saline
301	4.38	Non-saline
1505	4.4	Non-saline
363	4.4	Non-saline
607	4.4	Non-saline
199	4.4	Non-saline
187	4.4	Non-saline
416	4.4	Non-saline
146	4.4	Non-saline
207	4.4	Non-saline
183	4.4	Non-saline
234	4.4	Non-saline
309	4.4	Non-saline
246	4.4	Non-saline
382	4.4	Non-saline
312	4.4	Non-saline
311	4.4	Non-saline
170	4.4	Non-saline
1702	4.4	Non-saline
140	4.4	Non-saline
285	4.4	Non-saline
474	4.4	Non-saline
517	4.4	Non-saline
548	4.4	Non-saline
372	4.4	Non-saline
353	4.4	Non-saline
444	4.4	Non-saline
396	4.4	Non-saline
491	4.4	Non-saline
504	4.4	Non-saline
396	4.4	Non-saline
419	4.4	Non-saline
513	4.4	Non-saline
2598	4.4	Non-saline
2003	4.4	Non-saline
680	4.4	Saline
312	4.46	Non-saline
316	4.47	Non-saline
281	4.47	Non-saline
711	4.49	Non-saline
286	4.5	Non-saline
1390	4.5	Non-saline
315	4.5	Non-saline
333	4.5	Non-saline
328	4.5	Non-saline
613	4.5	Non-saline
233	4.5	Non-saline
236	4.5	Non-saline
765	4.5	Non-saline
522	4.5	Non-saline
375	4.5	Non-saline
327	4.5	Non-saline
334	4.5	Non-saline
276	4.5	Non-saline
1513	4.5	Non-saline
284	4.5	Non-saline
2350	4.5	Non-saline
694	4.52	Non-saline
714	4.53	Non-saline
182	4.53	Non-saline
329	4.54	Non-saline
309	4.56	Non-saline
702	4.57	Non-saline
637	4.57	Non-saline
374	4.57	Non-saline
169	4.57	Non-saline
749	4.58	Non-saline
243	4.6	Non-saline
229	4.6	Non-saline
284	4.6	Non-saline
279	4.6	Non-saline
468	4.6	Non-saline
297	4.6	Non-saline
336	4.6	Non-saline
195	4.6	Non-saline
347	4.6	Non-saline
313	4.6	Non-saline
310	4.6	Non-saline
245	4.6	Non-saline
266	4.6	Non-saline
284	4.6	Non-saline
1514	4.6	Non-saline
255	4.6	Non-saline
685	4.6	Non-saline
175	4.6	Non-saline
432	4.6	Non-saline
443	4.6	Non-saline
632	4.6	Non-saline
482	4.6	Non-saline
456	4.6	Non-saline
520	4.6	Non-saline
393	4.6	Non-saline
422	4.6	Non-saline
2130	4.6	Non-saline
331	4.61	Non-saline
374	4.61	Non-saline
442	4.63	Non-saline
509	4.63	Non-saline
124	4.63	Non-saline
111	4.63	Non-saline
202	4.63	Non-saline
750	4.64	Non-saline
672	4.64	Non-saline
724	4.64	Non-saline
749	4.64	Non-saline
647	4.64	Non-saline
168	4.65	Non-saline
634	4.66	Non-saline
695	4.67	Non-saline
333	4.67	Non-saline
344	4.68	Non-saline
442	4.68	Non-saline
183	4.68	Non-saline
338	4.68	Non-saline
301	4.68	Non-saline
226	4.7	Non-saline
249	4.7	Non-saline
180	4.7	Non-saline
278	4.7	Non-saline
261	4.7	Non-saline
280	4.7	Non-saline
280	4.7	Non-saline
119	4.7	Non-saline
302	4.7	Non-saline
334	4.7	Non-saline
268	4.7	Non-saline
324	4.7	Non-saline
208	4.7	Non-saline
316	4.7	Non-saline
297	4.7	Non-saline
228	4.7	Non-saline
114	4.7	Non-saline
96	4.7	Non-saline
1407	4.7	Non-saline
1716	4.7	Non-saline
719	4.71	Non-saline
683	4.71	Non-saline
634	4.72	Non-saline
115	4.72	Non-saline
110	4.72	Non-saline
719	4.73	Non-saline
663	4.73	Non-saline
722	4.73	Non-saline
623	4.73	Non-saline
706	4.73	Non-saline
475	4.74	Non-saline
222	4.74	Non-saline
226	4.74	Non-saline
233	4.74	Non-saline
201	4.74	Non-saline
198	4.75	Non-saline
132	4.75	Non-saline
269	4.75	Non-saline
739	4.76	Non-saline
337	4.76	Non-saline
213	4.76	Non-saline
206	4.76	Non-saline
295	4.77	Non-saline
252	4.77	Non-saline
443	4.77	Non-saline
740	4.79	Non-saline
658	4.79	Non-saline
1115	4.8	Non-saline
205	4.8	Non-saline
142	4.8	Non-saline
138	4.8	Non-saline
413	4.8	Non-saline
49	4.8	Non-saline
96	4.8	Non-saline
171	4.8	Non-saline
295	4.8	Non-saline
210	4.8	Non-saline
245	4.8	Non-saline
234	4.8	Non-saline
233	4.8	Non-saline
301	4.8	Non-saline
224	4.8	Non-saline
295	4.8	Non-saline
266	4.8	Non-saline
225	4.8	Non-saline
167	4.8	Non-saline
181	4.8	Non-saline
201	4.8	Non-saline
170	4.8	Non-saline
311	4.8	Non-saline
131	4.8	Non-saline
220	4.8	Non-saline
159	4.8	Non-saline
330	4.8	Non-saline
241	4.8	Non-saline
520	4.8	Non-saline
390	4.8	Non-saline
370	4.8	Non-saline
201	4.8	Non-saline
170	4.8	Non-saline
137	4.8	Non-saline
133	4.8	Non-saline
607	4.8	Non-saline
436	4.8	Non-saline
361	4.8	Non-saline
492	4.8	Non-saline
245	4.8	Non-saline
160	4.8	Saline
519	4.81	Non-saline
431	4.81	Non-saline
334	4.81	Non-saline
631	4.84	Non-saline
463	4.84	Non-saline
768	4.84	Non-saline
683	4.84	Non-saline
219	4.85	Non-saline
182	4.85	Non-saline
639	4.85	Non-saline
425	4.85	Non-saline
410	4.85	Non-saline
733	4.88	Non-saline
137	4.88	Non-saline
260	4.89	Non-saline
177	4.9	Non-saline
128	4.9	Non-saline
112	4.9	Non-saline
706	4.9	Non-saline
218	4.9	Non-saline
1485	4.9	Non-saline
306	4.9	Non-saline
217	4.9	Non-saline
165	4.9	Non-saline
194	4.9	Non-saline
213	4.9	Non-saline
127	4.9	Non-saline
245	4.9	Non-saline
356	4.9	Non-saline
368	4.9	Non-saline
247	4.9	Non-saline
359	4.9	Non-saline
194	4.9	Non-saline
211	4.9	Non-saline
185	4.9	Non-saline
154	4.9	Non-saline
670	4.9	Non-saline
511	4.9	Non-saline
355	4.9	Non-saline
114	4.9	Non-saline
100	4.9	Non-saline
116	4.9	Non-saline
101	4.9	Saline
725	4.91	Non-saline
604	4.91	Non-saline
218	4.91	Non-saline
186	4.91	Non-saline
410	4.92	Non-saline
144	4.93	Non-saline
173	4.93	Non-saline
356	4.93	Non-saline
409	4.94	Non-saline
411	4.95	Non-saline
380	4.95	Non-saline
364	4.95	Non-saline
189	4.95	Non-saline
177	4.95	Non-saline
211	4.95	Non-saline
720	4.96	Non-saline
667	4.96	Non-saline
295	4.96	Non-saline
327	4.96	Non-saline
700	4.97	Non-saline
586	4.97	Non-saline
372	4.97	Non-saline
357	4.97	Non-saline
360	4.98	Non-saline
258	4.98	Non-saline
330	5	Non-saline
213	5	Non-saline
93	5	Non-saline
136	5	Non-saline
208	5	Non-saline
279	5	Non-saline
268	5	Non-saline
315	5	Non-saline
633	5	Non-saline
166	5	Non-saline
181	5	Non-saline
1571	5	Non-saline
129	5	Non-saline
467	5	Non-saline
198	5	Non-saline
143	5	Non-saline
246	5	Non-saline
176	5	Non-saline
242	5	Non-saline
328	5	Non-saline
181	5	Non-saline
151	5	Non-saline
295	5	Non-saline
449	5	Non-saline
398	5	Non-saline
230	5	Non-saline
239	5	Non-saline
347	5	Non-saline
439	5	Non-saline
505	5	Non-saline
528	5	Non-saline
310	5	Non-saline
346	5	Non-saline
648	5.01	Non-saline
551	5.01	Non-saline
233	5.01	Non-saline
311	5.01	Non-saline
366	5.01	Non-saline
774	5.03	Non-saline
305	5.03	Non-saline
697	5.04	Non-saline
597	5.04	Non-saline
142	5.04	Non-saline
223	5.04	Non-saline
836	5.05	Non-saline
828	5.05	Non-saline
209	5.05	Non-saline
226	5.07	Non-saline
745	5.08	Non-saline
709	5.08	Non-saline
430	5.09	Non-saline
172	5.1	Non-saline
176	5.1	Non-saline
229	5.1	Non-saline
195	5.1	Non-saline
186	5.1	Non-saline
294	5.1	Non-saline
158	5.1	Non-saline
143	5.1	Non-saline
111	5.1	Saline
299	5.1	Non-saline
340	5.1	Non-saline
703	5.11	Non-saline
593	5.11	Non-saline
716	5.11	Non-saline
579	5.11	Non-saline
340	5.12	Non-saline
302	5.12	Non-saline
751	5.13	Non-saline
648	5.13	Non-saline
664	5.14	Non-saline
567	5.14	Non-saline
262	5.14	Non-saline
423	5.14	Non-saline
418	5.14	Non-saline
763	5.15	Non-saline
732	5.15	Non-saline
347	5.15	Non-saline
333	5.15	Non-saline
315	5.15	Non-saline
301	5.16	Non-saline
277	5.16	Non-saline
2631	5.16	Non-saline
455	5.17	Non-saline
281	5.17	Non-saline
224	5.17	Non-saline
760	5.18	Non-saline
677	5.18	Non-saline
735	5.18	Non-saline
651	5.18	Non-saline
754	5.18	Non-saline
681	5.18	Non-saline
328	5.19	Non-saline
68	5.19	Non-saline
387	5.19	Non-saline
313	5.19	Non-saline
312	5.19	Non-saline
1142	5.2	Non-saline
275	5.2	Non-saline
190	5.2	Non-saline
80	5.2	Non-saline
457	5.2	Non-saline
527	5.2	Non-saline
515	5.2	Non-saline
233	5.2	Non-saline
225	5.2	Non-saline
470	5.2	Non-saline
312	5.2	Non-saline
387	5.2	Non-saline
286	5.2	Non-saline
296	5.2	Non-saline
163	5.2	Non-saline
392	5.2	Non-saline
377	5.2	Non-saline
95	5.2	Saline
2222	5.2	Non-saline
702	5.22	Non-saline
577	5.22	Non-saline
229	5.22	Non-saline
140	5.22	Non-saline
299	5.22	Non-saline
333	5.22	Non-saline
702	5.24	Non-saline
654	5.24	Non-saline
363	5.25	Non-saline
336	5.25	Non-saline
174	5.25	Non-saline
158	5.25	Non-saline
306	5.25	Non-saline
339	5.26	Non-saline
317	5.26	Non-saline
217	5.27	Non-saline
628	5.28	Non-saline
159	5.28	Non-saline
173	5.28	Non-saline
169	5.28	Non-saline
300	5.28	Non-saline
302	5.28	Non-saline
284	5.28	Non-saline
328	5.29	Non-saline
382	5.29	Non-saline
312	5.29	Non-saline
1228	5.3	Non-saline
1276	5.3	Non-saline
963	5.3	Non-saline
971	5.3	Non-saline
1255	5.3	Non-saline
1046	5.3	Non-saline
1040	5.3	Non-saline
1224	5.3	Non-saline
1254	5.3	Non-saline
974	5.3	Non-saline
1020	5.3	Non-saline
1259	5.3	Non-saline
1121	5.3	Non-saline
1073	5.3	Non-saline
1262	5.3	Non-saline
1396	5.3	Non-saline
1274	5.3	Non-saline
1211	5.3	Non-saline
979	5.3	Non-saline
1204	5.3	Non-saline
1079	5.3	Non-saline
1011	5.3	Non-saline
875	5.3	Non-saline
1267	5.3	Non-saline
1087	5.3	Non-saline
1081	5.3	Non-saline
1244	5.3	Non-saline
1324	5.3	Non-saline
1126	5.3	Non-saline
1069	5.3	Non-saline
91	5.3	Non-saline
81	5.3	Non-saline
112	5.3	Non-saline
111	5.3	Non-saline
98	5.3	Non-saline
206	5.3	Non-saline
414	5.3	Non-saline
716	5.3	Non-saline
145	5.3	Non-saline
85	5.3	Non-saline
89	5.3	Non-saline
2387	5.3	Non-saline
289	5.3	Non-saline
294	5.3	Non-saline
2062	5.3	Non-saline
301	5.3	Non-saline
187	5.31	Non-saline
175	5.33	Non-saline
266	5.33	Non-saline
178	5.33	Non-saline
197	5.33	Non-saline
203	5.33	Non-saline
280	5.33	Non-saline
756	5.35	Non-saline
658	5.35	Non-saline
169	5.35	Non-saline
310	5.35	Non-saline
791	5.36	Non-saline
803	5.36	Non-saline
715	5.36	Non-saline
673	5.36	Non-saline
411	5.36	Non-saline
391	5.36	Non-saline
229	5.37	Non-saline
203	5.37	Non-saline
287	5.38	Non-saline
366	5.38	Non-saline
206	5.4	Non-saline
298	5.4	Non-saline
57	5.4	Non-saline
181	5.4	Non-saline
164	5.4	Non-saline
91	5.4	Non-saline
213	5.4	Non-saline
115	5.4	Non-saline
252	5.4	Non-saline
247	5.4	Non-saline
199	5.4	Non-saline
308	5.4	Non-saline
278	5.4	Non-saline
279	5.4	Non-saline
253	5.4	Non-saline
215	5.4	Non-saline
247	5.4	Non-saline
411	5.4	Non-saline
466	5.4	Non-saline
367	5.4	Non-saline
351	5.4	Non-saline
1683	5.4	Non-saline
733	5.41	Non-saline
738	5.41	Non-saline
422	5.41	Non-saline
305	5.41	Non-saline
274	5.41	Non-saline
783	5.44	Non-saline
759	5.44	Non-saline
317	5.44	Non-saline
304	5.44	Non-saline
114	5.44	Non-saline
263	5.44	Non-saline
724	5.45	Non-saline
620	5.45	Non-saline
348	5.46	Non-saline
330	5.46	Non-saline
344	5.46	Non-saline
233	5.47	Non-saline
217	5.47	Non-saline
479	5.47	Non-saline
307	5.47	Non-saline
707	5.48	Non-saline
569	5.48	Non-saline
406	5.48	Non-saline
216	5.48	Non-saline
195	5.48	Non-saline
173	5.48	Non-saline
479	5.49	Non-saline
289	5.49	Non-saline
91	5.5	Non-saline
51	5.5	Non-saline
177	5.5	Non-saline
284	5.5	Non-saline
182	5.5	Non-saline
242	5.5	Non-saline
201	5.5	Non-saline
308	5.5	Non-saline
361	5.5	Non-saline
330	5.5	Non-saline
1098	5.5	Non-saline
362	5.52	Non-saline
308	5.52	Non-saline
678	5.53	Non-saline
354	5.53	Non-saline
180	5.53	Non-saline
638	5.54	Non-saline
599	5.54	Non-saline
240	5.56	Non-saline
238	5.58	Non-saline
192	5.58	Non-saline
204	5.59	Non-saline
965	5.6	Non-saline
221	5.6	Non-saline
102	5.6	Non-saline
166	5.6	Non-saline
145	5.6	Non-saline
162	5.6	Non-saline
184	5.6	Non-saline
235	5.6	Non-saline
186	5.6	Non-saline
258	5.6	Non-saline
244	5.6	Non-saline
301	5.6	Non-saline
302	5.6	Non-saline
241	5.6	Non-saline
193	5.6	Non-saline
327	5.61	Non-saline
249	5.61	Non-saline
251	5.65	Non-saline
291	5.65	Non-saline
161	5.65	Non-saline
141	5.65	Non-saline
266	5.65	Non-saline
268	5.69	Non-saline
315	5.69	Non-saline
1181	5.7	Non-saline
155	5.7	Non-saline
285	5.7	Non-saline
159	5.7	Non-saline
182	5.7	Non-saline
261	5.7	Non-saline
248	5.7	Non-saline
297	5.71	Non-saline
257	5.71	Non-saline
367	5.73	Non-saline
330	5.73	Non-saline
369	5.74	Non-saline
214	5.74	Non-saline
212	5.74	Non-saline
204	5.75	Non-saline
313	5.78	Non-saline
238	5.78	Non-saline
403	5.8	Non-saline
214	5.8	Non-saline
175	5.8	Non-saline
1991	5.8	Non-saline
2136	5.8	Non-saline
375	5.8	Non-saline
231	5.81	Non-saline
361	5.83	Non-saline
341	5.83	Non-saline
255	5.83	Non-saline
256	5.83	Non-saline
269	5.85	Non-saline
367	5.87	Non-saline
359	5.87	Non-saline
244	5.87	Non-saline
300	5.88	Non-saline
278	5.88	Non-saline
320	5.89	Non-saline
322	5.9	Non-saline
393	5.9	Non-saline
256	5.9	Non-saline
254	5.9	Non-saline
235	5.9	Non-saline
169	5.9	Non-saline
180	5.9	Non-saline
475	5.9	Non-saline
590	5.9	Non-saline
331	5.9	Non-saline
2295	5.9	Non-saline
1932	5.9	Non-saline
983	5.9	Non-saline
170	5.91	Non-saline
321	5.92	Non-saline
243	5.93	Non-saline
400	5.95	Non-saline
402	5.95	Non-saline
176	5.95	Non-saline
275	5.95	Non-saline
278	5.97	Non-saline
248	5.97	Non-saline
407	5.99	Non-saline
218	6	Saline
207	6	Saline
193	6	Saline
141	6	Saline
96	6	Saline
78	6	Saline
97	6	Saline
72	6	Saline
74	6	Saline
269	6	Saline
200	6	Saline
199	6	Saline
182	6	Saline
73	6	Saline
95	6	Saline
55	6	Saline
71	6	Saline
655	6	Saline
693	6	Saline
688	6	Saline
799	6	Saline
759	6	Saline
799	6	Saline
706	6	Saline
670	6	Saline
696	6	Saline
724	6	Saline
724	6	Saline
674	6	Saline
625	6	Saline
635	6	Saline
652	6	Saline
654	6	Saline
680	6	Saline
610	6	Saline
711	6	Saline
641	6	Saline
646	6	Saline
634	6	Saline
642	6	Saline
435	6	Saline
595	6	Saline
804	6	Saline
574	6	Saline
233	6	Non-saline
233	6	Non-saline
214	6	Non-saline
181	6	Non-saline
302	6	Non-saline
307	6	Non-saline
142	6	Non-saline
120	6	Non-saline
250	6	Non-saline
109	6	Non-saline
463	6	Non-saline
206	6	Non-saline
131	6	Non-saline
225	6	Non-saline
183	6	Non-saline
184	6	Non-saline
163	6	Non-saline
189	6	Non-saline
222	6	Non-saline
336	6	Non-saline
15	6	Non-saline
2570	6	Non-saline
302	6	Non-saline
308	6.008	Saline
215	6.01	Non-saline
235	6.01	Non-saline
24	6.03	Non-saline
346	6.06	Non-saline
347	6.07	Non-saline
1549	6.1	Non-saline
322	6.1	Non-saline
219	6.1	Non-saline
358	6.1	Non-saline
301	6.1	Non-saline
286	6.1	Non-saline
265	6.1	Non-saline
299	6.1	Non-saline
244	6.1	Non-saline
750	6.1	Non-saline
560	6.1	Non-saline
800	6.1	Saline
256	6.1	Non-saline
2388	6.1	Non-saline
346	6.13	Non-saline
310	6.13	Non-saline
141	6.14	Non-saline
354	6.15	Non-saline
147	6.15	Non-saline
221	6.16	Non-saline
1042	6.16	Non-saline
47	6.16	Non-saline
402	6.17	Non-saline
422	6.17	Non-saline
1350	6.2	Non-saline
1260	6.2	Non-saline
1098	6.2	Non-saline
1178	6.2	Non-saline
212	6.2	Non-saline
296	6.2	Non-saline
284	6.2	Non-saline
248	6.2	Non-saline
481	6.2	Non-saline
207	6.2	Non-saline
918	6.2	Non-saline
1490	6.2	Non-saline
2018	6.2	Non-saline
277	6.22	Non-saline
249	6.22	Non-saline
82	6.23	Non-saline
77	6.23	Non-saline
348	6.26	Non-saline
233	6.27	Non-saline
301	6.27	Non-saline
291	6.27	Non-saline
309	6.27	Non-saline
316	6.27	Non-saline
1066	6.3	Non-saline
919	6.3	Non-saline
