ID	group
864.13.CON.addV.noW.Pot.lane2.NoIndex	"[2,3)"
945.P5.D6.lane2.NoIndex.L002	"[2,3)"
1883.2007.458.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
925.SG2x	"[2,3)"
2192.H04a.Kitchen.Counter.1849.lane5.NoIndex.L005	"[2,3)"
2192.H06b.Front.Door.Knob.3077.lane1.NoIndex.L001	"[2,3)"
2192.H07b.Kitchen.Light.Switch.4155.lane6.NoIndex.L006	"[2,3)"
925.SF2z	"[2,3)"
2192.H02a.Front.Door.Knob.605.lane2.NoIndex.L002	"[2,3)"
2192.H07b.Kitchen.Light.Switch.3867.lane2.NoIndex.L002	"[2,3)"
2192.H05b.Bedroom.Floor.2908.lane1.NoIndex.L001	"[2,3)"
755.LSSF.BETA.D1.26.05.11.lane1.NoIndex.L001	"[2,3)"
925.SF4x	"[2,3)"
945.P5.B7.lane2.NoIndex.L002	"[2,3)"
1721.B25T	"[2,3)"
925.SH5y	"[2,3)"
925.SE5y	"[2,3)"
755.LSSF.GAMMA.D15.26.05.11.lane1.NoIndex.L001	"[2,3)"
864.6.CON.addV.noG.noW.A.lane2.NoIndex	"[2,3)"
864.12.CON.addV.noG.addW.lane2.NoIndex	"[2,3)"
2192.H07a.Bathroom.Door.Knob.3726.lane2.NoIndex.L002	"[2,3)"
755.LSSF.BETA.D5.02.06.11.lane1.NoIndex.L001	"[2,3)"
925.SE5z	"[2,3)"
1883.2007.46.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
1521.NTP11.s.6.1.sequences	"[2,3)"
1288.FBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	"[2,3)"
1521.F3.s.8.1.sequences	"[2,3)"
2192.H04a.Kitchen.Light.Switch.1899.lane6.NoIndex.L006	"[2,3)"
2192.H05b.Kitchen.Floor.2690.lane5.NoIndex.L005	"[2,3)"
864.4.OTC.addV.noG.noW.2.lane2.NoIndex	"[2,3)"
945.P6.G8.lane2.NoIndex.L002	"[2,3)"
925.SI5x	"[2,3)"
1883.2007.472.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
864.13.CON.addV.noW.lane2.NoIndex	"[2,3)"
925.IB3x	"[2,3)"
925.SI5z	"[2,3)"
2192.H07b.Bedroom.Floor.3940.lane2.NoIndex.L002	"[2,3)"
1883.2007.469.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
2192.H07a.Bedroom.Floor.3724.lane2.NoIndex.L002	"[2,3)"
925.SI5y	"[2,3)"
1883.2007.47.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
638.RMK.ENR.12.1	"[2,3)"
864.13.C.addH.addV.2010a.lane2.NoIndex	"[2,3)"
1288.FBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	"[2,3)"
2192.H05b.Kitchen.Light.Switch.2739.lane5.NoIndex.L005	"[2,3)"
945.P9.D10.lane3.NoIndex.L003	"[2,3)"
755.LSSF.GAMMA.D15.02.06.11.lane1.NoIndex.L001	"[2,3)"
2192.H03a.Bathroom.Door.Knob.1518.lane5.NoIndex.L005	"[2,3)"
1883.2009.208.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
2192.H05b.Kitchen.Light.Switch.2907.lane1.NoIndex.L001	"[2,3)"
2192.H04a.Bedroom.Floor.1804.lane5.NoIndex.L005	"[2,3)"
945.P11.C6.lane3.NoIndex.L003	"[2,3)"
1883.2009.058.Crump.Artic.LTREB.main.lane3.NoIndex	"[2,3)"
1721.B6M	"[2,3)"
925.IF3z	"[2,3)"
2192.H07b.Kitchen.Light.Switch.3843.lane2.NoIndex.L002	"[2,3)"
1883.2007.447.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
638.RMK.ENR.5.2	"[2,3)"
755.LSSF.BETA.D5.26.05.11.lane1.NoIndex.L001	"[2,3)"
945.P1.C11.lane2.NoIndex.L002	"[2,3)"
1721.S28T	"[2,3)"
1721.S27B	"[2,3)"
2192.H03a.Bathroom.Door.Knob.1470.lane5.NoIndex.L005	"[2,3)"
1883.2007.471.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
925.SG4y	"[2,3)"
2192.H05b.Kitchen.Floor.2978.lane1.NoIndex.L001	"[2,3)"
638.RMK.ENR.12.2	"[2,3)"
925.SH5x	"[2,3)"
2192.H05b.Bedroom.Floor.2572.lane5.NoIndex.L005	"[2,3)"
925.IB5z	"[2,3)"
2192.H04a.Bedroom.Floor.2044.lane2.NoIndex.L002	"[2,3)"
925.SE5x	"[2,3)"
2192.H07b.Kitchen.Counter.3841.lane2.NoIndex.L002	"[2,3)"
895.Puhimau.soil.2	"[2,3)"
2192.H06a.Kitchen.Light.Switch.3027.lane1.NoIndex.L001	"[2,3)"
945.P14.H12.lane3.NoIndex.L003	"[2,3)"
2192.H05b.Bedroom.Floor.2476.lane5.NoIndex.L005	"[2,3)"
864.14.CON.addV.noW.Pot.lane2.NoIndex	"[2,3)"
945.P8.E7.lane2.NoIndex.L002	"[2,3)"
2192.H06b.Kitchen.Light.Switch.3147.lane5.NoIndex.L005	"[2,3)"
864.1.CON.addV.addG.noW.A.lane2.NoIndex	"[2,3)"
2192.H06b.Bathroom.Door.Knob.3318.lane5.NoIndex.L005	"[2,3)"
776.SC.BE.T1B	"[2,3)"
2192.H04a.Kitchen.Light.Switch.1827.lane5.NoIndex.L005	"[2,3)"
776.SC.BE.T1C	"[2,3)"
945.P12.G5.lane5.NoIndex.L005	"[2,3)"
1883.2009.354.Crump.Artic.LTREB.main.lane3.NoIndex	"[2,3)"
2192.H07b.Bathroom.Door.Knob.3846.lane2.NoIndex.L002	"[2,3)"
1883.2007.482.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
945.P3.H5.lane2.NoIndex.L002	"[2,3)"
945.P5.B9.lane2.NoIndex.L002	"[2,3)"
2192.H02a.Kitchen.Counter.817.lane2.NoIndex.L002	"[2,3)"
2192.H05b.Kitchen.Counter.2449.lane2.NoIndex.L002	"[2,3)"
2192.H06b.Kitchen.Floor.3098.lane1.NoIndex.L001	"[2,3)"
1883.2009.219.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
925.SH4z	"[2,3)"
2192.H04a.Bathroom.Door.Knob.1854.lane5.NoIndex.L005	"[2,3)"
638.RMK.ENR.11.2	"[2,3)"
925.SH4x	"[2,3)"
2192.H06b.Kitchen.Counter.3097.lane1.NoIndex.L001	"[2,3)"
925.SG5z	"[2,3)"
925.SB4z	"[2,3)"
925.IB5x	"[2,3)"
1883.2009.211.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
945.P9.G1.lane2.NoIndex.L002	"[2,3)"
864.13.C.noH.addV.2010a.lane2.NoIndex	"[2,3)"
925.SF4z	"[2,3)"
945.P10.F8.lane3.NoIndex.L003	"[2,3)"
2192.H01a.Kitchen.Light.Switch.99.lane1.NoIndex.L001	"[2,3)"
925.SG4z	"[2,3)"
2192.H07b.Kitchen.Light.Switch.4083.lane2.NoIndex.L002	"[2,3)"
925.SH4y	"[2,3)"
755.LSSF.BETA.D1.02.06.11.lane1.NoIndex.L001	"[2,3)"
1288.CBE29Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	"[2,3)"
925.SI4y	"[2,3)"
2192.H04a.Kitchen.Counter.2089.lane2.NoIndex.L002	"[2,3)"
755.LAB.IN.02.06.11.lane1.NoIndex.L001	"[2,3)"
638.RMK.ENR.19.2	"[2,3)"
2192.H05b.Bedroom.Floor.2404.lane2.NoIndex.L002	"[2,3)"
945.P8.C1.lane2.NoIndex.L002	"[2,3)"
945.P4.D3.lane2.NoIndex.L002	"[2,3)"
2192.H05b.Front.Door.Knob.2789.lane6.NoIndex.L006	"[2,3)"
2192.H06b.Front.Door.Knob.3269.lane2.NoIndex.L002	"[2,3)"
1288.NSB29apr08D2.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	"[2,3)"
945.P14.A12.lane3.NoIndex.L003	"[2,3)"
945.P10.G8.lane3.NoIndex.L003	"[2,3)"
638.RMK.ENR.24.2	"[2,3)"
1883.2007.478.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
945.P7.E10.lane2.NoIndex.L002	"[2,3)"
2192.H05b.Kitchen.Counter.2521.lane5.NoIndex.L005	"[2,3)"
1883.2010.155.Crump.Artic.LTREB.main.lane3.NoIndex	"[2,3)"
755.INB.31.05.11.lane1.NoIndex.L001	"[2,3)"
638.RMK.ENR.28.1	"[2,3)"
925.SF4y	"[2,3)"
1883.2007.476.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
925.IF5z	"[2,3)"
1883.2007.477.Crump.Artic.LTREB.main.lane2.NoIndex	"[2,3)"
925.SG4x	"[2,3)"
1288.CBE29Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	"[2,3)"
945.P4.G10.lane2.NoIndex.L002	"[2,3)"
2192.H02a.Kitchen.Light.Switch.723.lane2.NoIndex.L002	"[2,3)"
945.P6.G9.lane2.NoIndex.L002	"[2,3)"
1883.2010.153.Crump.Artic.LTREB.main.lane3.NoIndex	"[2,3)"
638.RMK.ENR.23.2	"[2,3)"
925.IF3y	"[2,3)"
638.RMK.ENR.22.2	"[2,3)"
945.P12.E4.lane3.NoIndex.L003	"[2,3)"
2192.H06b.Kitchen.Light.Switch.3339.lane5.NoIndex.L005	"[2,3)"
