ID	group
894.OR366.lane3.NoIndex.L003	"[-40,-30)"
894.OS587.lane3.NoIndex.L003	"[-40,-30)"
894.OS630.lane3.NoIndex.L003	"[-40,-30)"
894.OS1972.lane2.NoIndex.L002	"[-40,-30)"
894.OS1948.lane2.NoIndex.L002	"[-40,-30)"
894.OS1932.lane2.NoIndex.L002	"[-40,-30)"
894.OS1962.lane2.NoIndex.L002	"[-40,-30)"
894.OR404.lane3.NoIndex.L003	"[-40,-30)"
894.OS1929.lane2.NoIndex.L002	"[-40,-30)"
894.OR335.lane3.NoIndex.L003	"[-40,-30)"
894.OS609.lane3.NoIndex.L003	"[-40,-30)"
894.OR408.lane3.NoIndex.L003	"[-40,-30)"
894.OR391.lane3.NoIndex.L003	"[-40,-30)"
894.OS1212.lane5.NoIndex.L005	"[-40,-30)"
894.OR432.lane3.NoIndex.L003	"[-40,-30)"
894.OS1919.lane2.NoIndex.L002	"[-40,-30)"
894.OR429.lane3.NoIndex.L003	"[-40,-30)"
894.OS460.lane3.NoIndex.L003	"[-40,-30)"
894.OR338.lane3.NoIndex.L003	"[-40,-30)"
894.OS812.lane3.NoIndex.L003	"[-40,-30)"
894.OS749.lane3.NoIndex.L003	"[-40,-30)"
894.OR368.lane3.NoIndex.L003	"[-40,-30)"
894.OR363.lane3.NoIndex.L003	"[-40,-30)"
894.OR334.lane3.NoIndex.L003	"[-40,-30)"
894.OS561.lane3.NoIndex.L003	"[-40,-30)"
894.OS458.lane3.NoIndex.L003	"[-40,-30)"
894.OS582.lane3.NoIndex.L003	"[-40,-30)"
894.OR374.lane3.NoIndex.L003	"[-40,-30)"
894.OS1247.lane5.NoIndex.L005	"[-40,-30)"
894.OS758.lane3.NoIndex.L003	"[-40,-30)"
894.OS1952.lane2.NoIndex.L002	"[-40,-30)"
894.OS1961.lane2.NoIndex.L002	"[-40,-30)"
894.OR336.lane3.NoIndex.L003	"[-40,-30)"
894.OR339.lane3.NoIndex.L003	"[-40,-30)"
894.OS1255.lane5.NoIndex.L005	"[-40,-30)"
894.OR397.lane3.NoIndex.L003	"[-40,-30)"
894.OS554.lane3.NoIndex.L003	"[-40,-30)"
894.OR371.lane3.NoIndex.L003	"[-40,-30)"
894.OR417.lane3.NoIndex.L003	"[-40,-30)"
894.OS1224.lane5.NoIndex.L005	"[-40,-30)"
894.OS539.lane3.NoIndex.L003	"[-40,-30)"
894.OS1941.lane2.NoIndex.L002	"[-40,-30)"
894.OS563.lane3.NoIndex.L003	"[-40,-30)"
894.OS629.lane3.NoIndex.L003	"[-40,-30)"
894.OS745.lane3.NoIndex.L003	"[-40,-30)"
894.OS1678.lane5.NoIndex.L005	"[-40,-30)"
894.OS1245.lane5.NoIndex.L005	"[-40,-30)"
894.OS1964.lane2.NoIndex.L002	"[-40,-30)"
894.OS1695.lane5.NoIndex.L005	"[-40,-30)"
894.OR377.lane3.NoIndex.L003	"[-40,-30)"
894.OS747.lane3.NoIndex.L003	"[-40,-30)"
894.OS1251.lane5.NoIndex.L005	"[-40,-30)"
894.OS541.lane3.NoIndex.L003	"[-40,-30)"
894.OS734.lane3.NoIndex.L003	"[-40,-30)"
894.OS1236.lane5.NoIndex.L005	"[-40,-30)"
894.OR361.lane3.NoIndex.L003	"[-40,-30)"
894.OS1970.lane2.NoIndex.L002	"[-40,-30)"
894.OS1943.lane2.NoIndex.L002	"[-40,-30)"
894.OS586.lane3.NoIndex.L003	"[-40,-30)"
894.OS1222.lane5.NoIndex.L005	"[-40,-30)"
894.OS545.lane3.NoIndex.L003	"[-40,-30)"
894.OR383.lane3.NoIndex.L003	"[-40,-30)"
894.OR385.lane3.NoIndex.L003	"[-40,-30)"
894.OS486.lane3.NoIndex.L003	"[-40,-30)"
894.OS598.lane3.NoIndex.L003	"[-40,-30)"
894.OR376.lane3.NoIndex.L003	"[-40,-30)"
894.OS1971.lane2.NoIndex.L002	"[-40,-30)"
894.OS596.lane3.NoIndex.L003	"[-40,-30)"
894.OR427.lane3.NoIndex.L003	"[-40,-30)"
894.OR433.lane3.NoIndex.L003	"[-40,-30)"
894.OS1927.lane2.NoIndex.L002	"[-40,-30)"
894.OS1241.lane5.NoIndex.L005	"[-40,-30)"
894.OS1939.lane2.NoIndex.L002	"[-40,-30)"
894.OR345.lane3.NoIndex.L003	"[-40,-30)"
894.OS1698.lane5.NoIndex.L005	"[-40,-30)"
894.OR425.lane3.NoIndex.L003	"[-40,-30)"
894.OS463.lane3.NoIndex.L003	"[-40,-30)"
894.OR396.lane3.NoIndex.L003	"[-40,-30)"
894.OR436.lane3.NoIndex.L003	"[-40,-30)"
894.OS1216.lane5.NoIndex.L005	"[-40,-30)"
894.OS622.lane3.NoIndex.L003	"[-40,-30)"
894.OS574.lane3.NoIndex.L003	"[-40,-30)"
